"caseID","eventType","timeStamp","source","lifecycle:transition","Sheet","FileName","Url","Label","Value","Column","Row"
"9","clickButton","2019-02-19T03:52:05.109Z","Web","complete",,,,"Button1",,,
"9","clickButton","2019-02-19T03:52:08.130Z","Web","complete",,,,"B2",,,
"9","insertValue","2019-02-19T03:52:12.763Z","Web","complete",,,,"ID","109",,
"9","copy","2019-02-19T03:52:14.837Z","Excel","complete",,,,,"value109","B","3"
"9","paste","2019-02-19T03:52:17.132Z","Web","complete",,,,"Special code","value109",,
"9","copy","2019-02-19T03:52:17.807Z","Excel","complete",,,,,"Melbourne 123","B","2"
"9","paste","2019-02-19T03:52:20.499Z","Web","complete",,,,"Area","Melbourne 123",,
"9","clickButton","2019-02-19T03:52:23.821Z","Web","complete",,,,"OK",,,
"10","openFile","2019-02-19T03:52:33.821Z","Excel","complete","Sheet1","data.xls",,,,,
"10","goToUrl","2019-02-19T03:52:42.057Z","Web","complete",,,"www.webpage.com",,,,
"10","insertValue","2019-02-19T03:52:42.706Z","Web","complete",,,,"username","username127",,
"10","insertValue","2019-02-19T03:52:47.079Z","Web","complete",,,,"password","psw127",,
"10","clickButton","2019-02-19T03:52:56.259Z","Web","complete",,,,"confirm",,,
"10","waitResponse","2019-02-19T03:52:59.546Z","Web","complete",,,"www.webpage.com/ok",,,,
"10","clickButton","2019-02-19T03:53:10.964Z","Web","complete",,,,"Button3",,,
"10","clickButton","2019-02-19T03:53:15.153Z","Web","complete",,,,"B2",,,
"10","insertValue","2019-02-19T03:53:17.385Z","Web","complete",,,,"ID","127",,
"10","copy","2019-02-19T03:53:18.940Z","Excel","complete",,,,,"value127","B","3"
"10","paste","2019-02-19T03:53:22.499Z","Web","complete",,,,"Special code","value127",,
"10","copy","2019-02-19T03:53:23.891Z","Excel","complete",,,,,"Melbourne 123","B","2"
"10","paste","2019-02-19T03:53:28.389Z","Web","complete",,,,"Area","Melbourne 123",,
"10","clickButton","2019-02-19T03:53:32.225Z","Web","complete",,,,"OK",,,
"11","openFile","2019-02-19T03:53:42.225Z","Excel","complete","Sheet1","data.xls",,,,,
"11","goToUrl","2019-02-19T03:53:42.225Z","Web","complete",,,"www.webpage.com",,,,
"11","insertValue","2019-02-19T03:53:42.225Z","Web","complete",,,,"username","username154",,
"11","insertValue","2019-02-19T03:53:52.454Z","Web","complete",,,,"password","psw154",,
"11","clickButton","2019-02-19T03:54:01.050Z","Web","complete",,,,"confirm",,,
"11","waitResponse","2019-02-19T03:54:03.801Z","Web","complete",,,"www.webpage.com/ok",,,,
"11","clickButton","2019-02-19T03:54:16.723Z","Web","complete",,,,"Button1",,,
"11","clickButton","2019-02-19T03:54:19.804Z","Web","complete",,,,"B2",,,
"11","insertValue","2019-02-19T03:54:22.618Z","Web","complete",,,,"ID","154",,
"11","copy","2019-02-19T03:54:25.814Z","Excel","complete",,,,,"value154","B","3"
"11","paste","2019-02-19T03:54:29.964Z","Web","complete",,,,"Special code","value154",,
"11","copy","2019-02-19T03:54:32.767Z","Excel","complete",,,,,"Melbourne 123","B","2"
"11","paste","2019-02-19T03:54:36.002Z","Web","complete",,,,"Area","Melbourne 123",,
"11","clickButton","2019-02-19T03:54:39.655Z","Web","complete",,,,"OK",,,
"12","openFile","2019-02-19T03:54:49.655Z","Excel","complete","Sheet1","data.xls",,,,,
"12","goToUrl","2019-02-19T03:54:50.992Z","Web","complete",,,"www.webpage.com",,,,
"12","insertValue","2019-02-19T03:54:56.568Z","Web","complete",,,,"username","username69",,
"12","insertValue","2019-02-19T03:55:03.234Z","Web","complete",,,,"password","psw69",,
"12","clickButton","2019-02-19T03:55:09.607Z","Web","complete",,,,"confirm",,,
"12","waitResponse","2019-02-19T03:55:11.262Z","Web","complete",,,"www.webpage.com/ok",,,,
"12","clickButton","2019-02-19T03:55:11.262Z","Web","complete",,,,"Button3",,,
"12","clickButton","2019-02-19T03:55:13.991Z","Web","complete",,,,"B2",,,
"12","insertValue","2019-02-19T03:55:17.738Z","Web","complete",,,,"ID","69",,
"12","copy","2019-02-19T03:55:19.389Z","Excel","complete",,,,,"value69","B","3"
"12","paste","2019-02-19T03:55:20.851Z","Web","complete",,,,"Special code","value69",,
"12","copy","2019-02-19T03:55:23.015Z","Excel","complete",,,,,"Melbourne 123","B","2"
"12","paste","2019-02-19T03:55:25.955Z","Web","complete",,,,"Area","Melbourne 123",,
"12","clickButton","2019-02-19T03:55:27.143Z","Web","complete",,,,"OK",,,
"13","openFile","2019-02-19T03:55:37.143Z","Excel","complete","Sheet1","data.xls",,,,,
"13","goToUrl","2019-02-19T03:55:37.936Z","Web","complete",,,"www.webpage.com",,,,
"13","insertValue","2019-02-19T03:55:42.420Z","Web","complete",,,,"username","username141",,
"13","insertValue","2019-02-19T03:55:51.866Z","Web","complete",,,,"password","psw141",,
"13","clickButton","2019-02-19T03:56:09.171Z","Web","complete",,,,"confirm",,,
"13","waitResponse","2019-02-19T03:56:11.084Z","Web","complete",,,"www.webpage.com/ok",,,,
"13","clickButton","2019-02-19T03:56:23.111Z","Web","complete",,,,"Button1",,,
"13","clickButton","2019-02-19T03:56:25.829Z","Web","complete",,,,"B2",,,
"13","insertValue","2019-02-19T03:56:29.548Z","Web","complete",,,,"ID","141",,
"13","copy","2019-02-19T03:56:31.284Z","Excel","complete",,,,,"Au 58124829 XT","B","1"
"13","paste","2019-02-19T03:56:33.183Z","Web","complete",,,,"Special code","Au 58124829 XT",,
"13","copy","2019-02-19T03:56:35.625Z","Excel","complete",,,,,"Melbourne 123","B","2"
"13","paste","2019-02-19T03:56:39.232Z","Web","complete",,,,"Area","Melbourne 123",,
"13","clickButton","2019-02-19T03:56:42.286Z","Web","complete",,,,"OK",,,
"14","openFile","2019-02-19T03:56:52.286Z","Excel","complete","Sheet1","data.xls",,,,,
"14","goToUrl","2019-02-19T03:57:03.944Z","Web","complete",,,"www.webpage.com",,,,
"14","insertValue","2019-02-19T03:57:06.187Z","Web","complete",,,,"username","username190",,
"14","insertValue","2019-02-19T03:57:08.256Z","Web","complete",,,,"password","psw190",,
"14","clickButton","2019-02-19T03:57:10.161Z","Web","complete",,,,"confirm",,,
"14","waitResponse","2019-02-19T03:57:12.761Z","Web","complete",,,"www.webpage.com/ok",,,,
"14","clickButton","2019-02-19T03:57:22.181Z","Web","complete",,,,"Button3",,,
"14","clickButton","2019-02-19T03:57:25.209Z","Web","complete",,,,"B2",,,
"14","insertValue","2019-02-19T03:57:27.504Z","Web","complete",,,,"ID","190",,
"14","copy","2019-02-19T03:57:31.105Z","Excel","complete",,,,,"value190","B","3"
"14","paste","2019-02-19T03:57:33.513Z","Web","complete",,,,"Special code","value190",,
"14","copy","2019-02-19T03:57:37.027Z","Excel","complete",,,,,"Melbourne 123","B","2"
"14","paste","2019-02-19T03:57:38.838Z","Web","complete",,,,"Area","Melbourne 123",,
"14","clickButton","2019-02-19T03:57:42.001Z","Web","complete",,,,"OK",,,
"15","openFile","2019-02-19T03:57:52.001Z","Excel","complete","Sheet1","data.xls",,,,,
"15","goToUrl","2019-02-19T03:58:02.688Z","Web","complete",,,"www.webpage.com",,,,
"15","insertValue","2019-02-19T03:58:11.261Z","Web","complete",,,,"username","username175",,
"15","insertValue","2019-02-19T03:58:20.053Z","Web","complete",,,,"password","psw175",,
"15","clickButton","2019-02-19T03:58:39.830Z","Web","complete",,,,"confirm",,,
"15","waitResponse","2019-02-19T03:58:42.502Z","Web","complete",,,"www.webpage.com/ok",,,,
"15","clickButton","2019-02-19T03:58:49.266Z","Web","complete",,,,"Button1",,,
"15","clickButton","2019-02-19T03:58:52.332Z","Web","complete",,,,"B2",,,
"15","insertValue","2019-02-19T03:58:55.526Z","Web","complete",,,,"ID","175",,
"15","copy","2019-02-19T03:58:58.975Z","Excel","complete",,,,,"value175","B","3"
"15","paste","2019-02-19T03:59:01.965Z","Web","complete",,,,"Special code","value175",,
"15","copy","2019-02-19T03:59:04.267Z","Excel","complete",,,,,"Melbourne 123","B","2"
"15","paste","2019-02-19T03:59:07.566Z","Web","complete",,,,"Area","Melbourne 123",,
"15","clickButton","2019-02-19T03:59:10.667Z","Web","complete",,,,"OK",,,
"16","openFile","2019-02-19T03:59:20.667Z","Excel","complete","Sheet1","data.xls",,,,,
"16","goToUrl","2019-02-19T03:59:28.653Z","Web","complete",,,"www.webpage.com",,,,
"16","insertValue","2019-02-19T03:59:42.034Z","Web","complete",,,,"username","username79",,
"16","insertValue","2019-02-19T03:59:53.665Z","Web","complete",,,,"password","psw79",,
"16","clickButton","2019-02-19T04:00:01.819Z","Web","complete",,,,"confirm",,,
"16","waitResponse","2019-02-19T04:00:06.334Z","Web","complete",,,"www.webpage.com/ok",,,,
"16","clickButton","2019-02-19T04:00:11.328Z","Web","complete",,,,"Button1",,,
"16","clickButton","2019-02-19T04:00:15.919Z","Web","complete",,,,"B2",,,
"16","insertValue","2019-02-19T04:00:19.679Z","Web","complete",,,,"ID","79",,
"16","copy","2019-02-19T04:00:22.506Z","Excel","complete",,,,,"Au 58124829 XT","B","1"
"16","paste","2019-02-19T04:00:23.725Z","Web","complete",,,,"Special code","Au 58124829 XT",,
"16","copy","2019-02-19T04:00:27.259Z","Excel","complete",,,,,"Melbourne 123","B","2"
"16","paste","2019-02-19T04:00:32.428Z","Web","complete",,,,"Area","Melbourne 123",,
"16","clickButton","2019-02-19T04:00:35.884Z","Web","complete",,,,"OK",,,
"17","openFile","2019-02-19T04:00:45.884Z","Excel","complete","Sheet1","data.xls",,,,,
"17","goToUrl","2019-02-19T04:00:57.340Z","Web","complete",,,"www.webpage.com",,,,
"17","insertValue","2019-02-19T04:01:02.232Z","Web","complete",,,,"username","username104",,
"17","insertValue","2019-02-19T04:01:09.688Z","Web","complete",,,,"password","psw104",,
"17","clickButton","2019-02-19T04:01:19.325Z","Web","complete",,,,"confirm",,,
"17","waitResponse","2019-02-19T04:01:24.310Z","Web","complete",,,"www.webpage.com/ok",,,,
"17","clickButton","2019-02-19T04:01:31.938Z","Web","complete",,,,"Button1",,,
"17","clickButton","2019-02-19T04:01:35.951Z","Web","complete",,,,"B2",,,
"17","insertValue","2019-02-19T04:01:40.009Z","Web","complete",,,,"ID","104",,
"17","copy","2019-02-19T04:01:41.595Z","Excel","complete",,,,,"Au 58124829 XT","B","1"
"17","paste","2019-02-19T04:01:42.847Z","Web","complete",,,,"Special code","Au 58124829 XT",,
"17","copy","2019-02-19T04:01:43.901Z","Excel","complete",,,,,"Melbourne 123","B","2"
"17","paste","2019-02-19T04:01:45.349Z","Web","complete",,,,"Area","Melbourne 123",,
"17","clickButton","2019-02-19T04:01:48.645Z","Web","complete",,,,"OK",,,
"18","openFile","2019-02-19T04:01:58.645Z","Excel","complete","Sheet1","data.xls",,,,,
"18","goToUrl","2019-02-19T04:01:58.645Z","Web","complete",,,"www.webpage.com",,,,
"18","insertValue","2019-02-19T04:02:01.963Z","Web","complete",,,,"username","username84",,
"18","insertValue","2019-02-19T04:02:08.411Z","Web","complete",,,,"password","psw84",,
"18","clickButton","2019-02-19T04:02:08.411Z","Web","complete",,,,"confirm",,,
"18","waitResponse","2019-02-19T04:02:11.286Z","Web","complete",,,"www.webpage.com/ok",,,,
"18","clickButton","2019-02-19T04:02:11.286Z","Web","complete",,,,"Button3",,,
"18","clickButton","2019-02-19T04:02:14.311Z","Web","complete",,,,"B2",,,
"18","insertValue","2019-02-19T04:02:18.275Z","Web","complete",,,,"ID","84",,
"18","copy","2019-02-19T04:02:19.604Z","Excel","complete",,,,,"value84","B","3"
"18","paste","2019-02-19T04:02:22.857Z","Web","complete",,,,"Special code","value84",,
"18","copy","2019-02-19T04:02:26.585Z","Excel","complete",,,,,"Melbourne 123","B","2"
"18","paste","2019-02-19T04:02:29.254Z","Web","complete",,,,"Area","Melbourne 123",,
"18","clickButton","2019-02-19T04:02:32.201Z","Web","complete",,,,"OK",,,
"19","openFile","2019-02-19T04:02:42.201Z","Excel","complete","Sheet1","data.xls",,,,,
"19","goToUrl","2019-02-19T04:02:54.350Z","Web","complete",,,"www.webpage.com",,,,
"19","insertValue","2019-02-19T04:03:00.545Z","Web","complete",,,,"username","username172",,
"19","insertValue","2019-02-19T04:03:00.545Z","Web","complete",,,,"password","psw172",,
"19","clickButton","2019-02-19T04:03:20.242Z","Web","complete",,,,"confirm",,,
"19","waitResponse","2019-02-19T04:03:22.986Z","Web","complete",,,"www.webpage.com/ok",,,,
"19","clickButton","2019-02-19T04:03:36.457Z","Web","complete",,,,"Button3",,,
"19","clickButton","2019-02-19T04:03:38.501Z","Web","complete",,,,"B2",,,
"19","insertValue","2019-02-19T04:03:43.264Z","Web","complete",,,,"ID","172",,
"19","copy","2019-02-19T04:03:48.277Z","Excel","complete",,,,,"Au 58124829 XT","B","1"
"19","paste","2019-02-19T04:03:51.630Z","Web","complete",,,,"Special code","Au 58124829 XT",,
"19","copy","2019-02-19T04:03:55.199Z","Excel","complete",,,,,"Melbourne 123","B","2"
"19","paste","2019-02-19T04:03:59.672Z","Web","complete",,,,"Area","Melbourne 123",,
"19","clickButton","2019-02-19T04:04:03.543Z","Web","complete",,,,"OK",,,
"20","openFile","2019-02-19T04:04:13.543Z","Excel","complete","Sheet1","data.xls",,,,,
"20","goToUrl","2019-02-19T04:04:20.741Z","Web","complete",,,"www.webpage.com",,,,
"20","insertValue","2019-02-19T04:04:30.787Z","Web","complete",,,,"username","username25",,
"20","insertValue","2019-02-19T04:04:37.483Z","Web","complete",,,,"password","psw25",,
"20","clickButton","2019-02-19T04:04:42.625Z","Web","complete",,,,"confirm",,,
"20","waitResponse","2019-02-19T04:04:43.771Z","Web","complete",,,"www.webpage.com/ok",,,,
"20","clickButton","2019-02-19T04:04:48.932Z","Web","complete",,,,"Button1",,,
"20","clickButton","2019-02-19T04:04:53.790Z","Web","complete",,,,"B2",,,
"20","insertValue","2019-02-19T04:04:56.820Z","Web","complete",,,,"ID","25",,
"20","copy","2019-02-19T04:05:00.992Z","Excel","complete",,,,,"Au 58124829 XT","B","1"
"20","paste","2019-02-19T04:05:05.865Z","Web","complete",,,,"Special code","Au 58124829 XT",,
"20","copy","2019-02-19T04:05:08.347Z","Excel","complete",,,,,"Melbourne 123","B","2"
"20","paste","2019-02-19T04:05:12.250Z","Web","complete",,,,"Area","Melbourne 123",,
"20","clickButton","2019-02-19T04:05:15.849Z","Web","complete",,,,"OK",,,
"21","openFile","2019-02-19T04:05:25.849Z","Excel","complete","Sheet1","data.xls",,,,,
"21","goToUrl","2019-02-19T04:05:28.588Z","Web","complete",,,"www.webpage.com",,,,
"21","insertValue","2019-02-19T04:05:37.406Z","Web","complete",,,,"username","username20",,
"21","insertValue","2019-02-19T04:05:52.141Z","Web","complete",,,,"password","psw20",,
"21","clickButton","2019-02-19T04:06:00.247Z","Web","complete",,,,"confirm",,,
"21","waitResponse","2019-02-19T04:06:02.391Z","Web","complete",,,"www.webpage.com/ok",,,,
"21","clickButton","2019-02-19T04:06:02.391Z","Web","complete",,,,"Button1",,,
"21","clickButton","2019-02-19T04:06:05.306Z","Web","complete",,,,"B2",,,
"21","insertValue","2019-02-19T04:06:09.061Z","Web","complete",,,,"ID","20",,
"21","copy","2019-02-19T04:06:11.616Z","Excel","complete",,,,,"value20","B","3"
"21","paste","2019-02-19T04:06:15.348Z","Web","complete",,,,"Special code","value20",,
"21","copy","2019-02-19T04:06:18.647Z","Excel","complete",,,,,"Melbourne 123","B","2"
"21","paste","2019-02-19T04:06:24.072Z","Web","complete",,,,"Area","Melbourne 123",,
"21","clickButton","2019-02-19T04:06:26.673Z","Web","complete",,,,"OK",,,
"22","openFile","2019-02-19T04:06:36.673Z","Excel","complete","Sheet1","data.xls",,,,,
"22","goToUrl","2019-02-19T04:06:39.471Z","Web","complete",,,"www.webpage.com",,,,
"22","insertValue","2019-02-19T04:06:42.510Z","Web","complete",,,,"username","username106",,
"22","insertValue","2019-02-19T04:06:47.664Z","Web","complete",,,,"password","psw106",,
